"id","project_id","task_id","task_name","percent_complete","duration","predecessors","successors","milestone_flag","priority","resources","notes","uploaded_at","last_updated_at","uploaded_by","excluded","start_date","finish_date"
"26","1","3930","DESIGN PROGRAM","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"27","1","3938","DESIGN","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"28","1","3931","Initial Design Coordination Meeting","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"29","1","3932","Review & comment of Social Housing summary & Development Consent Matrix","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"30","1","3933","Issue of general layouts & floor plans","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"31","1","3934","Coordination of general layouts & floor plans","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"32","1","3935","Issue of coordinated general layouts & floors","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"33","1","3936","Review and comment of coordinated plans","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"34","1","3937","Issue of complete design set","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"35","1","3988","BUILDING APPROVAL","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"36","1","3991","Building Approval #01 - Prepare & Submit","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"37","1","3990","Building Approval #01 - Review Period","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"38","1","3989","Building Approval #01 - Approved","1","0",,,"true","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"39","1","3995","Building Approval #02 - Prepare & Submit","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"40","1","3996","Building Approval #02 - Review Period","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"41","1","3997","Building Approval #02 - Approved","1","0",,,"true","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"42","1","3944","TENDERING & PROCUREMENT","0.65","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"43","1","3945","Demolition - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"44","1","3948","Demolition - Mobilisation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"45","1","3946","Bulk & detail earthworks - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"46","1","3949","Bulk & detail earthworks - Mobilisation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"47","1","3947","Screw Pile Foundations - Tender Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"48","1","3950","Screw Pile Foundations - Design & Engineering","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"49","1","3951","Screw Pile Foundations - Fabrication & Mobilisation","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"50","1","3952","Hydraulic & Civil Services - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"51","1","3953","Hydraulic & Civil Services - Mobilisation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"52","1","3954","Electrical Services - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"53","1","3955","Electrical Services - Mobilsation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"54","1","3956","Wet Fire Services - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"55","1","3957","Wet Fire Services - Mobilisation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"56","1","3958","Mechanical & Ventilation Services - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"57","1","3959","Mechanical & Ventilation Services - Mobilisation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"58","1","4820","Lift Services - Tender Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"59","1","4819","Lift Services - Design & Engineering","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"60","1","4818","Lift Services - Manufacturing & Shipping","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"61","1","3960","Structure, Form/Reo/Pour - Tender Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"62","1","3961","Structure, Form/Reo/Pour - Mobilisation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"63","1","3970","Party Walls, Masonry - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"64","1","3971","Party Walls, Masonry - Mobilisation to Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"65","1","3962","Structure, Roof Framing - Tender, Evaluation & Award","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"66","1","3963","Structure, Roof Framing - Design & Engineering","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"67","1","3964","Structure, Roof Framing - Fabrication & Mobilisation","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"68","1","3965","Roofing & Cladding - Tender, Evaluation & Award","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"69","1","3966","Roofing & Cladding - Mobilisation to Site","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"70","1","3967","Windows & Glazing - Tender, Evaluation & Award","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"71","1","3968","Windows & Glazing - Design & Engineering","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"72","1","4737","Windows & Glazing - Fabrication & Mobilisation","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"73","1","3969","Joinery - Tender, Evaluation & Award","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"74","1","3972","Joinery - Design","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"75","1","3973","Joinery - Fabrication & Mobilisation","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"76","1","3974","Internal Finishes - Tender, Evaluation & Award","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"77","1","3975","Internal Finishes - Mobilisation to Site","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"78","1","3976","External Road Works - Tender, Evaluation & Award","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"79","1","3977","External Road Works - Mobilisation to Site","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"80","1","4894","DEVELOPMENT SERVICES AGREEMENT","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"81","1","4895","Condition Precedent - Executed DSA Counter Part","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"82","1","4896","Condition Precedent - Parent Company Guarantee","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"83","1","4897","Condition Precedent - Building Contract","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"84","1","4898","Condition Precedent - Performance Bond","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"85","1","4899","Condition Precedent - Builder Tripartite","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"86","1","4900","Development Services Agreement - Effective Date","1","0",,,"true","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"87","1","4901","Land Settlement","1","0",,,"true","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"88","1","4902","Construction Commencement Lead In (8 weeks from Land Settlement)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"89","1","4903","Construction Commencement","1","0",,,"true","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"90","1","4914","INCLEMENT WEATHER/ONSITE DELAYS","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"91","1","4922","EOT - December Inclement Weather (2nd)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"92","1","4923","EOT - December Inclement Weather (5th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"93","1","4924","EOT - December Inclement Weather (11th-12th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"94","1","4925","EOT - December Inclement Weather (16th-18th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"95","1","4918","EOT - December Inclement Weather (20th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"96","1","4919","EOT - January Inclement Weather (13th-14th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"97","1","4920","EOT - January Inclement Weather (20th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"98","1","4921","EOT - February Inclement Weather (5th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"99","1","4916","EOT - Asbestos In Soils","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"100","1","4917","EOT - February Inclement Weather (18th-19th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"101","1","4915","EOT - February Inclement Weather (25th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"102","1","4913","EOT - March Inclement Weather (Cyclone Alfred - 6th-8th)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"103","1","3979","EARLY WORKS","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"104","1","3980","SITE ESTABLISHMENT","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"105","1","3984","Commence On Site Works","1","0",,,"true","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"106","1","3985","Temporary Fence Install","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"107","1","3986","Site Accommodation Establishment","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"108","1","3987","Temporary Service Connections","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"109","1","3981","DEMOLITION & TREE REMOVAL","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"110","1","3982","Service Disconnections to Houses - Water & Power","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"111","1","4004","Establishment of Hazmat Site Controls","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"112","1","4005","Asbestos Removal No.45 Beerwah Pde","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"113","1","4006","Asbestos Removal No.43 Beerwah Pde","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"114","1","4007","Timber Framing & Cladding Demolition","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"115","1","4008","Concrete Pavement & Masonry Demolition","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"116","1","4009","Septic Tank Removal","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"117","1","4010","Timber Fencing & Site Waste Removal","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"118","1","4012","Site Wide Waste Removal","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"119","1","4011","Site Clearance Certificate","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"120","1","4013","Tree, Shrub & Vegetation Removal","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"121","1","4014","Demolition & Tree Removal Complete","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"122","1","4851","MAIN BUILD","0.08","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"123","1","4015","EARTHWORKS, FOUNDATIONS & IN-GROUND SERVICES","0.47","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"124","1","4021","Building Approval #01 Required","1","0",,,"true","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"125","1","4016","Establishment of Erosion & Sedimentation Controls","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"126","1","4017","Construction of Site Entry & Exit, incl. Shaker Grid & Truck Wash Bay","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"127","1","4018","Site Strip of Top Soil & Cart from Site","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"128","1","4019","Bulk Exacavation to BEL","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"129","1","4063","CRANE BASE","0.25","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"130","1","4060","Detail Excavation to Crane Base","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"131","1","4869","Crane Piles","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"132","1","4061","Formwork Shutters","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"133","1","4062","Reinforcement Place","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"134","1","4064","Hold Down Bolt Installation","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"135","1","4065","Pre-Pour Engineering Sign Off","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"136","1","4066","Concrete Place & Finish","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"137","1","4067","Curing to Full Strength","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"138","1","4068","Crane Erection","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"139","1","4842","Crane Use","0.05","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"140","1","4841","Crane Dismantle & Removal","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"141","1","4843","In-Fill Crane Penetration","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"142","1","4022","POUR 1","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"143","1","4023","Detail Excavation - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"144","1","4024","Screw Pile Foundations (73 piles)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"145","1","4025","In-Ground Services","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"146","1","4026","Re-Excavate - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"147","1","4027","Reinforcement Place - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"148","1","4028","Concrete Place - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"149","1","4029","Subgrade Preparation - Engineered Fill","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"150","1","4030","POUR 2","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"151","1","4031","Detail Excavation - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"152","1","4032","Screw Pile Foundations (75 piles)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"153","1","4033","In-Ground Services","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"154","1","4034","Re-Excavate - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"155","1","4035","Reinforcement Place - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"156","1","4036","Concrete Place - Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"157","1","4037","Subgrade Preparation - Engineered Fill","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"158","1","4038","POUR 3","0.83","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"159","1","4039","Detail Excavation - Lift Pit, Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"160","1","4040","Screw Pile Foundations (63 piles)","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"161","1","4041","In-Ground Services","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"162","1","4042","Re-Excavate - Lift Pit, Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"163","1","4054","Blinding Slab to Lift Pit","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"164","1","4055","Formwork to Lift Pit","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"165","1","4043","Reinforcement Place - Lift Pit, Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"166","1","4044","Concrete Place - Lift Pit, Pad & Strip Footings","1","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
"167","1","4056","Water Proofing to Lift Pit, plus Curing & Protection Board","0","0",,,"false","500",,,2025-05-15T02:05:05.407Z,2025-05-15T02:05:05.407Z,"Anonymous","false",,
